dt_refr,fraction_ALIF,thr,alpha,beta,kappa,rho,gamma,FR_target,FR_reg,adam_eps,adam_beta1,adam_beta2,T-Error,T-Wrongs
3,0.9496525033848455,1.9806905274534525,0.7891571161265025,2.3566931532980355,0.41866325902467627,0.9466579709749332,0.5177845332235798,0.04382031840611083,61.983213465433394,1.906990341431793e-05,0.9684871079733486,0.9690536727264706,4.4378111856496,97.9148045007185
4,0.37767537085478703,1.3062306094672769,0.5087073166303374,1.951306416089904,0.5363735230567073,0.9497657489299627,0.6175406442905768,0.011864608519171274,182.7029319153616,4.770322681513961e-05,0.954175022292075,0.8495951978268839,4.2622501246347735,97.36973684712547
2,0.2778408553560784,1.1641556019515116,0.5152126128409641,0.41988288171725874,0.5962952991300783,0.979853225296167,0.3011884243172115,0.09649269568645406,166.23591159701218,1.124873868274696e-07,0.9092833805766265,0.8995917001649906,5.7043771266162615,99.10750117927998
3,0.6155812207167546,2.70494495840713,0.8160459186602376,0.020817752291921735,0.40857752178407014,0.9391736785157511,0.36729029465751917,0.05101676497444893,117.24841198143861,5.6304502751514094e-05,0.8934987404343038,0.9260106656979045,4.60542961603104,97.53353372853071
3,0.9460778409676731,2.9466253296947817,0.6659979330391039,0.7321128802116984,0.6002496013901206,0.9899609988112309,0.5822911177926946,0.09678051639368296,15.900692317156365,2.0883412461545414e-05,0.9496987801949222,0.9036665588368387,4.475878764332051,98.4796797752006
4,0.5722746816488127,2.6767996253607764,0.5400480476579479,0.9684389836800043,0.6928019800836116,0.9569883818562877,0.5702410213717937,0.07099997679784754,149.5161691754079,4.355819968959713e-05,0.8825261907631364,0.9367735370280852,4.656055956075462,98.40947505950976
3,0.9315406382632601,2.535926012461176,0.7285156047314634,1.1048986554269649,0.5367807750832674,0.9529607073760594,0.8929366307202505,0.013400417254592515,113.19166230533216,8.00333450454401e-05,0.831270037414068,0.9332490218032226,4.250662511610578,96.51031252443074
3,0.5245275986793596,1.267240045345785,0.6719480454775533,1.0657139061034495,0.8624857457859727,0.9965003049777972,0.9503045341488245,0.06016433836871935,116.8864145608124,7.147155274642355e-05,0.9133448504652754,0.8148138008717933,8.659686603059786,94.70165528753034
3,0.5760363454026393,2.882303507561062,0.8305301409712555,2.1687333204021946,0.5170480245493188,0.9407100423053439,0.7628225286096217,0.011356463470241532,16.99263808538563,9.465957981530642e-05,0.8274328222612356,0.9072235227963221,4.014272592128081,94.2518899454517
4,0.752635642206579,1.6765126039762706,0.5306134264324042,2.3558572615434983,0.5971489050667754,0.9922257220422426,0.5375519379141592,0.03918142382546911,0.4484947350680947,8.89692701875997e-06,0.8032213890203791,0.9599967630342631,2.3762215943379146,64.02425472224826
2,0.5301598103612397,1.610526066088711,0.7475335021790919,2.43284877864283,0.1381161728148162,0.9491840522213476,0.2766422516768715,0.022217945276390122,20.74978030577453,5.933160490638919e-05,0.9443667220298261,0.9945745084868065,4.092924611501535,96.21827320124424
3,0.8215741253484088,1.8301643545405823,0.6483438402158895,1.907293215723549,0.7631139365861671,0.9377771934271644,0.3489043822646416,0.0042745853506195985,48.30459827762049,9.372330545977642e-05,0.9324896054500408,0.9090657936070744,4.164810159514035,92.0722279627281
3,0.9481112010830071,1.1781705837882337,0.6625176058204787,0.6985913480533719,0.6059272111312108,0.9961119759309969,0.11048925473176516,0.07467419272141583,133.1853078581071,3.472293799945167e-06,0.9396283033558294,0.9923546634745967,4.523267629242557,98.36052562992708
2,0.8930315518918392,1.6955453475780042,0.6092000726534359,0.8262644940233039,0.8092591421511649,0.9668158262785636,0.12235568549062695,0.003962744990888857,96.38363917171668,2.006945415212691e-05,0.8497603330302025,0.8983246157142847,4.179848835281126,95.00230857401712
4,0.7088220608476896,2.2858141635027556,0.5366117054589082,1.2755474495755978,0.6647519421956903,0.9977199375749056,0.33143632017920727,0.04021200408484995,0.0,5.607709034113197e-06,0.8,0.8935611504138303,1.7763965396217887,48.63540428619795
4,0.2,3.0,0.99,0.0,0.9,0.9999,0.1,0.0,0.0,1e-09,0.8,0.8,11.056410899510514,97.60733015875124
4,0.29613526798576434,3.0,0.5,0.10795588384523559,0.8534322170205377,0.9999,0.1829178633365766,0.021459245734422774,0.0,1.942297188811823e-05,0.8,0.8,1.8025546944559094,49.4349460615999
4,0.512415534913745,2.833422819022778,0.5,2.1862061874082266,0.7044192231495987,0.9999,0.2861803651501188,0.08133653327162034,0.0,2.892679215632324e-05,0.8,0.8580309682771091,1.9711369238507688,53.79290325133095
4,0.27232279610345733,2.984459224393664,0.5,1.0915371205421374,0.8003699663328867,0.9187009454407228,0.15315442380584926,0.05881149624319576,28.8264797363571,5.982191263433001e-05,0.8,0.8177598606424734,4.865525731224253,97.41864368305635
4,0.6872005178937779,3.0,0.5,0.9883608045475768,0.768256530786041,0.9999,0.6133183702936492,0.04955008818637288,0.0,4.5420282018829245e-05,0.8,0.8,1.9291150239109567,53.17361833939509
4,0.5101015373008408,2.7144396348475692,0.5152993415802004,0.0,0.6888909808420461,0.9999,0.1,0.011740405154557078,0.0,1e-09,0.8,0.8745574779938946,2.2160114392463024,59.03333469271428
3,0.48873217024287524,2.9118692017979004,0.6980425320549747,2.4884656777288243,0.17146110223460892,0.9976362882132813,0.3371608264045519,0.08767668896764164,165.72988261617522,3.18460758030869e-05,0.8006503480826297,0.9340464323828986,4.278711484470241,98.10455261127201
4,0.678986861575313,1.9158770889883723,0.9899557144425488,1.3526908910508824,0.46231481202716773,0.9039476219904983,0.9066673141280398,0.06574299962405088,180.04334867864472,1.612507561119942e-05,0.8111460828535164,0.8949211101235511,4.862026866315828,98.71495573728454
2,1.0,1.0,0.5,2.5,0.1,0.9999,1.0,0.0,0.0,0.0001,0.8,0.8,3.0008594733206917,71.67802158379132
